Year	Rating	Conference	Title	Author Names
2011	8.9	Comedy	Old Married Couple	"Gee, Kenny (II);Le, Duy;Lee, Marcus (VI);Low, Sean;Ng, James (I);Phillippi, Nicole;Ren, Ian;Rico, Jan Marie (I);Shirock, Luke;Urbanski, Jason (I)"
2013	8.8	Comedy	Old Rivalry	"Baker, Leslie David;Lindsey, Jamall;Morehouse, Ron;O'Heir, Jim;Rodriguez, Austin James"
2003	8.4	Drama	Oldeuboi	"Ahn, Yeon-suk;Cappelletti, Joe (I);Chi, Dae-han;Choi, Min-sik;Freeman, Crispin;Ji, Dae-han;Kim, Byeong-ok (II);Kim, Su-hyeon (II);Kramer, Steve (I);Lee, Dae-yeon;Lee, Seung-jin;McConnohie, Michael;Oh, Dal-su;Oh, Kwang-rok;Oh, Tae-kyung;Oo, Il-han;Thornton, Kirk;Yong, Yi;Yu, Ji-tae"
2010	8.1	Drama	Olga Kay's Circus	"Fost, Alexander;Lange, Paul J.;Lawrence XVII, David H.;Ngo, Ginny"
2010	8.4	Drama	Olive Park	"Kodiak (II);Mitchell, Michael Joseph"
2011	8.6	Action	Olive and Mocha: Fast Times at Sugar High	"Bliss, Harrison;Charles, Lachlan;Charles, Sloan;Chrisman, Katie;Grossman, Noah;Heit, Jonathan Morgan;Loran, Chanel;Mikita, Ashley"
2000	8.1	Comedy	Oliver i Olivera	"Maricic, Nenad;Tomasevic, Branislav"
2011	8.6	Drama	Ollie	"Davies, Mark (XXX);Donoghue, Lee;Ellison, Fynn;Reweti, Haze"
2009	8.6	Drama	Olvidarte o El arte perdido de amarte perdidamente	"Desangles, Yldemaro;Jaquez, Raymond;Patin, Omar;Zemialkowski, Gary"
2004	8.5	Drama	Olympiad 448 BC: Olympiad of Ancient Hellas	"Blessed, Brian;Bowles, David (I);Dotrice, Roy;Flanagan, Paul (I);Foc•À_s, Spiros;Naprous, Daniel;Vastardis, Nikos"
2012	8.4	Comedy	Olympic Trials with Kurt Angle	"Angle, Kurt;Godthaab, Arlan;Machado, Felipe (II);Van Dam, Rob;Yami, Kage"
2005	8.5	Action	Om tv•À_ timmar	"Borvin, Tobias;Spaanheden, Tommy;Wettergren, Bo"
2006	8.2	Action	Omkara	"Devgn, Ajay;Dobriyal, Deepak;Kaushik, Manav;Khan, Saif Ali;Kumar, Rahul (I);Oberoi, Vivek (I);Sah, Niraj (I);Shah, Naseeruddin;Tiwari, Kamal;Tripathy, Pankaj"
2014	9	Drama	Omul	"Balan, Dragos (II);Biris, Silviu;Cojocaru, Mircea;Duica, Tudor Marian;Hauser, Norbert;Ionescu, Carol;Iures, Marcel (I);Neagoe, Sebastian Gabriel;Nicolaie, Cristian;Pirosca, Angel;Vlangar, Alexandru"
2004	8.5	Drama	On Account of Amber	"Blake, Tarlton;Chiodo, Gianni;Chiodo, Louie;Huyck, Paul;Keune, Adam;Matthes, Charlie;Richardson, J.P.;Runkel, Samuel;Serpento, James"
2005	8.4	Drama	On Alert	"Comstock, Mark D;Herndon, John Michael;Leung, Kevin (I);Pfau, Mark"
2005	8.5	Comedy	On Being Your Average Joe	"Chamberlin, Chad;Gay, Andrew Kenneth;Scott, David W. (I)"
2006	8.2	Comedy	On Being-in-and-of the Classroom	"Bailey, Roman;Blakemore, Neil;Carey, Mike (VI);Dehaven, Dan;Gilchrist, Samuel Tawney;Kolodziej, Chris;Linnemeier, John;Mathews, Tristan (I);McMahon, P.J.;Oniones, Timmus;Reckley, Derek;West, Andrew J."
1987	8.3	Comedy	On Time	"Anzell, Hy;Bland, Robert (I);Didio Jr., Tony;Manuella, Joe;Paladino, Dennis;Romano, Larry;Taub, Stanley"
2012	8.2	Drama	On the Contrary	"Bell Jr., Jerry;Deibele, Doug;Diablo, Johnny (II);Phommathep, Manna;Wheeler, Philip (I)"
2015	8.3	Drama	On the Horizon	"Curtil, Emmanuel;Delis, Micka•À_l;Johnson, Tyler (III);Lundquist, Alex;Watson, Brian (VIII)"
2009	8.7	Comedy	On the Third Date	"Goldstein, Paula (III);Moorehead, A.J.;Saunders, Valerie (III)"
2008	8.3	Comedy	On the Trail of the Haggis	"Barton, Marco Casado y;Emmanuel, Robert (II);Ewans, Nick;Green, Brian (XVI);Johnson, Lloyd (III);Mitchell, Steven (IX);Samson, Stephen (I)"
1990	8.3	Drama	On the Wire	"de Villiers, Gys;O'Brien, Michael (XV);Seliye, Laurens"
2012	8.4	Drama	Onamalu	"Babu, Giri (I);Babu, Raghu;Chalapathi Rao;Rajendraprasad"
2011	8.3	Action	Once Upon a Time in Tampa	"Alamo, Will;Cousin, Christian;Haile, Serak;Hopkins, Adam (IV);Knettel, Michael;Malcom, Scott;Martinez, Ray (VIII);Miskelly, Scott;Pantoja, Gilberto;Parrish, Russell (II);Peyton, Phil;Salas, Michael;Southwick, Daniel;Yager, Daniel"
2014	8.8	Drama	Once We Were Slaves	"Alexander, Jacob (II);Cotovsky, Richard;Maleki, Christopher;Roumie, Jonathan;Savante, Stelio;Stanton, Glenn (II);Van Lear, Phillip Edward"
2010	8.2	Drama	Onda vidim Tanju	"Gamulin Vilogorac, Niko;Radman, Marin"
1979	8.4	Action	Ondanondu Kaladalli	"Joshi, Sushilendra;Nag, Shankar;Nakod, Vasant Rao;Saldanha, Ajit;Thakkar, Anil;Urs, Sundar Krishna"
2014	8.8	Drama	One Armed Man	"Fallon, Mark (III);Haid, Charles;Kinney, Carson;Kinney, Terry;Magaro, John;Merenda, Mike;Petit, Philippe (I);Trudell, Josh"
2012	8.7	Action	One Bad Thing	"Barnett, Brad (I);Boyd, Nicole (III);Brezina, Oto;Darwin, Curt (I);Dean, Brandon (II);Graye, Devon;James, Kurtis;Jones, Myles;Luis, Johan;Saenz, Tony (III);Williams, Johnny (I)"
2009	8.6	Drama	One Day in June	"Fernandez, Brendon (I);Teoh, Kim Eng"
2014	8.8	Comedy	One Die Short	"Berba, Kenneth;Dermon, Cody;Duplessis, Mike;Forcella, Matthew (IV);Harbowy, Erich;Janssen, Joel;Katers, Andrew J;Kearney, Eric;Kearney, Sean (VI);Mittman, Noah (I);Moritz, Will;Norquist, Roger;Pippen, Austin;Smith, Greg (CXIII)"
2012	8.2	Drama	One Good Reason	"Bigelow, Andrew (IV);Bronfman, David;Che, Zac;Cheslea, TJ;Sawyer, Scott (III)"
2009	8.3	Drama	One Love	"Antoine, Benz;Day, Larry (I);Khouri, Jon-Paul;Kimmel, Josh;Yuen, Russell"
2006	8.4	Comedy	One Man's Trash	"Clark, Gabe (I);Harvey, Andrew (X);McLaughlin, Rhett;Neal, Link (II)"
2003	8.7	Comedy	One Night Hand	"Blackton, Timothy;Dwyer, Andrew (I);James, Greg (XII);Prosser, Michael J.;Robinson, Todd A."
2004	8.1	Comedy	One Night Stand Up	"Cano, Leandro;Grace, James (II);Kleiman, Abraham;Puga, Nick;Talai, Amir"
2000	8.4	Comedy	One Particular Person	"Brightbill, Andrew;Conway, Chris (II);Donham, Justin;Ferrari, Todd (I);Pucillo, Jeff;Sajadi, David;Wheeler, Joshua (I);Whitney, John Justin"
2006	8.1	Drama	One Sung Hero	"Dahlgren, Charles;Gass, Kyle;Oka, Masi;Rollins, Dar (I);Stone, Justin (II)"
2008	8.4	Comedy	One Two Punch	"Anderson, Timothy L.;Bayardo, Alastair;Blackwell, C. Clayton;Klover, Torrey;Smith, Michael T. (III)"
2007	8.2	Comedy	One Up	"Chartrand, Micah;Lee, David Ian"
1932	8.1	Comedy	One Way Passage	"Burton, Frederick;Cavender, Glen;Donlin, Mike;Fields, Stanley (I);Fung, Willie;Garcia, Al Ernest;Gerrard, Douglas;Gould, William (I);Halligan, William;Hymer, Warren;Kalish, Mel;Karns, Roscoe;Lane, Allan (I);McHugh, Frank (I);Mizner, Wilson;Mundin, Herbert;Powell, William (I);Robinson, Dewey;Seymour, Harry;Sherlock, Charles (I)"
2011	8.7	Drama	One Way Street	"Abbot, Brian (II);Armenta, Victor (I);Boorn, Darius;McCullough, William Mark;Morgan, Brett (II);Perine, Kelly;Reyes, Hector (VI);Salazar, Rafael (V);Stein, Kaidin Michael;Zarou, G. Maximilian"
1920	8.3	Comedy	One Week	"Keaton, Buster (I);Roberts, Joe (I)"
2012	8.5	Comedy	One Week	"Carter, Brad (I);Dobson, Ryan Daniel;Gabriel, Roberto (III);Ruby, John (III);Sirkis, Steve"
2010	8.4	Comedy	One Week Notice	"Fajardo, Marc;Riddick, Jus;Rodriguez, Junior (III)"
1999	8.2	Comedy	Oneiro kalokairinis nyhtas	"Alexandris, Dimitris (I);Grampsas, Thodoros;Kazanas, Kostas;Mavridis, Stavros (I);Solomos, Christos;Stefopoulos, Yannis"
2010	8.1	Comedy	Onemanshow	"Kassai, Csongor;Lich•À_, Norbert"
1975	8.1	Drama	Oni srazhalis za rodinu	"Bondarchuk, Sergey (I);Burkov, Georgiy;Chigaryov, Mikhail;Efimov, Igor (I);Gubenko, Nikolay;Lapikov, Ivan;Merkurev, Pyotr;Nikulin, Yuriy (I);Pereverzyov, Anatoli;Rostotskiy, Andrey;Samoylov, Evgeniy;Shukshin, Vasiliy (I);Shutko, Nikolay;Smoktunovskiy, Innokentiy;Tikhonov, Vyacheslav;Vanin, Aleksey;Volkov, Nikolay (III)"
2009	8.6	Drama	Onkel Dieter	"Dierks, Klaas;Fischer, Jeff (I);Heyn, Patrick (I);Peker, Henning"
2010	8.1	Drama	Only Sound Remains	"Davari, Maryam;Hosseinian, Payam;Rezaei, Ashraf"
2005	8.4	Drama	Only by Chance	"Alexander, Gordon (III);Asad, Kourosh;Browne, Sean-Paul"
1960	8.2	Drama	Onna ga kaidan wo agaru toki	"Fujiki, Y•À_;Kat•À_, Daisuke (I);Kumagai, Takuz•À_;Mitsuda, Ken;Mori, Masayuki (I);Nakadai, Tatsuya;Nakagami, Fuyuki;Nakamura, Ganjir•À_ (I);Oda, Masao;Ozawa, Eitar•À_;Sada, Yutaka;Sazanka, Ky•À_;Sera, Akira;Suzuki, Takaji;Tajima, Yoshifumi;Tani, Akira;Tatara, Jun;Tsuda, Mitsuo"
1966	8.3	Drama	Onna no uzu to fuchi to nagare	"Kawachi, Tamio;Nakaya, Noboru"
2014	8.1	Comedy	Onno de Onwetende	"Kelen, Bram van der;Schellingerhout, Krisjan;Scholten van Aschat, Reinout;van der Valk, Vincent"
1972	8.2	Drama	Onsen suppon geisha	"Kaneko, Nobuo;Kawatani, Takuz•À_;Minowada, Ry•À_ta;Nakamura, Kinji;Naruse, Tadashi;Nawa, Hiroshi;Oka, Hachir•À_;Okabe, Masazumi;Sasazawa, Saho;Suga, Kantar•À_;Tanaka, Komimasa;Tonoyama, Taiji;Tsukitei, Kach•À_;Yamashiro, Shingo;Yuri, T•À_ru;•À_izumi, Akira"
2013	8.6	Drama	Oops	"Gruenberg, Dan;Merabet, Arslane"
2011	8.3	Family	OowieWanna	"Arzu, Alexander;Daly, Jon (III);Urban, Tai"
1984	8.5	Comedy	Opasen char	"Angelov, Dimitar (I);Arabow, Boris;Avramov, Nikolay (I);Chatalov, Lyuben;Freeman, Max (I);Ganev, Lazar;Glishev, Bogdan;Gudev, Stoyan;Kolev, Todor;Mavrodiyev, Stefan;Miladinov, Lyubomir;Paliev, Alexander;Petrov, Petar (II);Popov, Vasil (I);Raev, Iliya;Rusev, Georgi (I);Slabakov, Petar;Stoev, Stoyan;Zhekov, Georgi"
2008	8.8	Drama	Open Door	"Coyne, Dave (I);Kirchberg, Brady;Moorman, Frank B."
2013	8.7	Action	Open Hands	"Halliday, Joe (II);Halliday, Mickey;McMillan, George (II);McMillan, James (IV);McMillan, Peter (II);Stewart, Catherine (V);Stewart, Hugh (III);Wilson, Billy (XXII)"
2014	8.5	Drama	Open Lines	"Brown, Oliver (XVI);Dick, Martin (V);Gillespie, Grant (II);Kaufman, Lloyd;Lind, Gary;McDougall, Paul;O'Gorman, Des;Ocean, Stevie"
2001	8.4	Comedy	Open Mic	"Aubrey, Dan;Bradley, Butch (II);Breuer, Jim;Chappelle, Dave;Collins, Bobby (I);Fleischer, Charles;Goldthwait, Bobcat;Irrera, Dom;Jeni, Richard;Martling, Jackie (I);Masada, Jamie;Regan, Brian (III);Rock, Tony (II);Ross, Jeffrey (I);Wayans, Shawn"
2008	8.1	Drama	Open Secrets	"Jaffrey, Saeed;Rampersad, Valmike;Sippy, Suresh (II)"
2003	8.1	Comedy	Open Up!	"Asman, Brian;Coen, Billy;DiLorenzo, Jason;Falcone, Tom;Jones, Danny (IV);Khorge, Bryan;Nelson, David (XXVII);Niehaus, Marcus;Rutan, Walter"
2007	8.7	Comedy	Opening Night	"Acevedo, Jose (III);Berg, Hubert;Connell, Ronnie;Dequinia, Brian;Frank, Gregory George;Laboe, Larry;Myers, Rocky;Rea, Kyle;Shell, Duane;Suitts, Stephen;Vasquez, Justin (I)"
1998	8.9	Comedy	Operation	"Birch, Bill (I);Bowen, Andrew (I);Cashmark, Marina;Gilbert, J.S.;Loprete, Michael;Megill, Ken;Parnell, Chris (I);Petrakis, Mark;Reitman, Jason;Rivkin, Michael;Thomason, David Lee;Weaver, Lee (I)"
2011	8.1	Action	Operation 14	"Damouras, Andreas;Damouras, Con;Evans, Michael (XXXVII);Grassi, Michael (II);Nachtergaele, Sam;Pateman, Leon;Urqhart, Diam"
2012	8.1	Drama	Operation White Noise	"Alsunni, Laith;Bailey, Shaneece;Campbell, Niqelee;Carter, Jeremy (III);DeFilippi, Adam;Grimmett, Ann;Jeffries, Michael (IX);Jenkins, Tim (IV);Kelso, Brendan;Marion, Tia;Messing, Colin;Muir, Rachel;Nardelli, Alex;Rosendale, Dan;Schaaf, Brian;Simpson, Gary Lee;Sonnenberg, Connie;Towners, Zell;Turnipseed, Kerry;Underwood, Rondregus;Victor, Joseph (II);Wolka, Jeff"
1976	8.5	Comedy	Operatiunea 'Monstrul'	"Caragiu, Toma;Cotescu, Octavian;Grigoriu, George (II);Manolescu, Alexandru;Moraru, Marin;Schumacher, Ovidiu"
1965	8.5	Comedy	Operatsiya 'Y' i drugie priklyucheniya Shurika	"Akhundov, Guseyn;Basov, Vladimir;Demyanenko, Aleksandr (I);Geller, Emmanuil;Georgiu, Georgiy;Komarovskiy, Vladimir;Morgunov, Evgeniy;Nikulin, Yuriy (I);Nosik, Valeriy;Pavlov, Viktor;Pugovkin, Mikhail;Rautbart, Vladimir;Smirnov, Aleksei (I);Uralskiy, Viktor;Vitsin, Georgiy;Vladislavskiy, Vladimir;Zhirnov, Sergey;Zozulin, Viktor"
2009	8.2	Drama	Opiate	"Holder, David (I);Rollins, Matt;Slagle, Brandon;St. Paul, Remy"
2013	8.6	Comedy	Ora Pro Nobis	"Boccuni, Angelo;D'Antona, Mirko;D'Antona, Roberto;Giustizieri, Massimiliano"
2012	8.4	Drama	Orde	"Abelsma, Ben (II);Hulshof, Micha;Vries, Nico de;Wartes, Dalorim"
1955	8.1	Drama	Ordet	"Federspiel, Ejner;Hass Christensen, Emil;Kristiansen, Cay;Lerdorff Rye, Preben;Malberg, Henrik;Rud, Ove;Skj•À_r, Henry"
2002	8.1	Comedy	Orion's Cloud	"Balmer, Mike;Bucklen, James;Johnson, Curt (V);Kofler, Mike;Lepley, Aaron;Rickard, Chauncey;Skold, Mike"
1982	8.5	Comedy	Orkestar bez ime	"Dobrew, Dobri;Georgiev, Dimitar (I);Kynev, Velko;Mamalev, Georgi;Manchev, Dimitar;Nikolaev, Nikolay (I);Obretenov, Ivan;Popandov, Pavel;Popov, Ivan (III);Radichev, Anton;Radivenski, Boris;Rusev, Georgi (I);Stoychev, Stoyan;Trifonov, Filip;Tzvetarski, Ivan;Vangelov, Iliya;Yanchev, Ivan (I)"
1950	8.1	Drama	Orph•À_e	"Amiot, Paul;Bertin, Pierre (I);Blin, Roger;Bordier, Philippe (I);Brau, Jean-Louis;Carn•À_ge, Andr•À_;Cocteau, Jean;Cr•À_mieux, Henri;Dermithe, Edouard;Doniol-Valcroze, Jacques;Faure, Raymond;Lacourt, Ren•À_;Maffre, Julien;Marais, Jean (I);Mauriac, Claude;Melville, Jean-Pierre;Mocky, Jean-Pierre;P•À_rier, Fran•À_ois;San Juan, Henri;Tabournot, Victor;Varennes, Jacques;Worms, Ren•À_"
1989	8.1	Action	Oru Vadakkan Veeragatha	"Byon;Devan (I);Gopi, Suresh;Johny (I);Kumar, Vineeth;Mammootty;Mitra, Sanjay;Nair, Balan K.;Nair, R.K. (I);Raghu (VII);Raju, Captain;Ramu (II);Roshan Bijli, Master;Sriraman, V.K.;Tony (V);Ummer, Rasheed;Unnikrishnan, Oduvil"
2015	8.2	Drama	Os Olhos de Andr•À_	"Morais, Ab•À_lio Andr•À_;Morais, Ant•À_nio (I);Morais, Diogo (II);Morais, Francisco (II);Morais, Tiago"
2010	8.6	Family	Oscar Bones	"Forsyth, Sasha;Johnson, Peter (V);Johnson, Peter (XLII);Lily, Eva;Randolph, Kaden;Wright, Charlie (IV)"
2009	8.8	Drama	Oscuridad	"Mar, Sergio;Nader, Jorge Adam"
1979	8.1	Comedy	Osenniy marafon	"Basilashvili, Oleg;Brondukov, Borislav;Daneliya, Georgiy;Firsov, Vladimir (I);Grammatikov, Vladimir;Karapetyan, Artyom;Khobua, Rezo;Kryuchkov, Nikolay;Kuchinke, Norbert;Kushneryov, Yuriy;Leonov, Evgeniy;Matveyev, Dmitri (I);Medvedev, Vadim (I);Podgorny, Nikita;Pozhidayev, Vladimir;Semyonov, Georgi"
2013	8.2	Action	OstrichLand	"Fink, Nick (I);Nelson, Mike C.;Whitaker, John Henry"
2012	8.9	Comedy	Osynlige Ove	"Agger, Nils;Ahrent, Edgar;Alkovic, Edin;Ankarklint, Fredd;Berisha, Qendrim;Breventoft, Max;Hagander, M•À_ns;Heimerson, Jesper;Heimersson, Albin;Karlsson, Adam;L•À_vgren, Jonas;Nilsson, Niklas (II);Nilsson, Robin (I);Persson, Didrik;Persson, Per (III);Persson, Sebastian;Rosander, Olle;Shatri, Leogard"
1976	8.3	Drama	Os•À_nda	"Andrei, Ion;Dinica, Gheorghe;Dobrescu, Alexandru;Finaru, Vasile;Ghiuzelea, Dumitru;G•À_rbea, Corneliu;Maftei, Ernest;Mazilu, Gheorghe;Mereuta, Alexandru;Mereuta, Mihai;Militaru, Ion;Nicolaescu, Sergiu;Nitulescu, Vasile;Pal, Ion;Pellea, Amza;Popa, Vasile (I);Popescu, Aurel;Rautchi, Constantin;Schiopu, Dan;Sch•À_ffer, Emmerich;Stavru, Tudor;Teclu, Mihai;Totoescu, Constantin"
1998	8.4	Drama	Otel otagi	"Abdullayev, Elvin;Abdullayev, Farman;Aliyev, Rafik (I);Azimov, Rafiq;Azizbayli, Ramiz;Balayev, Rasim;Faracov, Farac;Haciyev, R.;H•À_seynkhanli, M•À_hs•À_n;Ibrahimov, N.;Ismailov, Tofik;Khudaverdiyev, Kyamal;Maharramov, Akif;Manafov, Fakhraddin;Maniyev, Mukhtar;Qasimov, Arif;Qasimov, Elkhan;Quliyev, Aqil;Quliyev, Camil;R•À_stamov, N.;Samadov, Aliqulu"
2011	8.6	Drama	Otob•À_s	"Akyurek, Ugur;Mumcular, Bulut Ege"
2007	8.7	Drama	Ou quoi	"De Schryver, Gilles;Hajji, Fouad"
2010	8.3	Drama	Our Beautiful Mountain	"Lomuscio, Nicholas;McElroy, Brian (VIII);Rettig, Sam;Reynolds, Bob (XIII)"
2006	8.4	Comedy	Our Bundle of Extraordinary Joy	"Cleeff, Michael;Coffey, Brian J.;Holds, Anthony (I);Slougian, Mihran"
2007	8.8	Drama	Our Lost Translation	"Ayala, Danny;Bevier, Joshua;Moorman, Gregory J."
2009	8.7	Comedy	Our Neck of the Woods	"Girard, Dale;Greene, Chris (III);Johnson, Nathan G.;Johnson, Ted (V);Schollaert, Steffen"
2011	8.3	Drama	Our Rhineland	"Hill, William P.;Holstein, Scott;Urban, Josef (II)"
2009	8.6	Drama	Our Side of Heaven	"Amundson, Derek;Bennett, Will (I);Budding, John;Francis, Henry;Hendricks, Isaac;Menner, Jackson;Mitchell, Anthony (IV);Molitor, Stephen;Peak, Darren;Sorensen, Joseph"
2010	8.5	Drama	Our Vows	"Bianchi, David (I);Newman, Jeffrey R.;Rosado, Rene"
2009	8.3	Comedy	"Ouro Branco, Branco"	"Beck, Jens;Edwin, Titus;Farneman, Richard;Nordlund, Sebastian;Sandstr•À_m, Erik (I)"
2008	8.8	Drama	Ourson	"Eynius, Stefen;Hattemberg, Thimoth•À_e;Yebdry, Emile"
2011	8.5	Drama	Out	"Codda, Rio;Feldmann, Henry;Horibe, Cole (I);Koyama, John;Looc, Sam;Okumoto, Yuji;Silva, Michael (XIX)"
2008	8.2	Drama	Out There	"Douglas, Pavel;Foreman, Jamie;Mison, Tom;Reed, Charlie (III)"
2001	8.9	Drama	Out of Exile	"Atkins, Sharif;Shen, Tong (I)"
2010	8.2	Drama	Out of Nowhere	"Evans, Robert W. (II);Spillane, Dominic;Whitaker, John Henry"
2005	8.2	Comedy	Out of Proportion	"Cervine, Scott;Hotchko, Andre;McMahon, Bryan"
2003	8.3	Drama	Out of Reach	"Borde, Paul John;Clarke, Rob (I);Cooper, Andy (I);Mitchell, David (XII)"
2015	8.3	Drama	Out of the Ashes	"Balic, Ivan;Cala, Rino;Prnjak, Josip;Stanic, Filip;Stpisic, Rando;Sundov, Nikola"
2015	8.2	Comedy	Out of the Box	"Clifford, Ethan Dalton;Godin, S•À_bastien;Lopez, Fabio (III)"
2013	8.9	Drama	Out of the Night	"Callahan, Gwendolyn;Carneiro, Marco;Cork, Lindsey Elisabeth (I);Corona, Orlando;DeCoff, William;Denmead, Chris;Eastman, Eric (II);Gleason, Kimberly;Graziano, David (III);Knapik, Karin;Ryding, Bill;Slattery, Jamie;Velez, Gregory"
2005	8.1	Drama	Out of the Shadows	"Argento, Dario;Averill II, Cap;Kalouria, Kim"
2006	8.2	Drama	Out of the Woods	"Brown, Benjamin (I);Hernandez-Kolski, Joe;Jones, Sean (IX);Stann, David"
2004	8.9	Comedy	Out-of-Body Experience	"Omari, Morocco;Spencer, Chris (I)"
2008	8.8	Comedy	Outcasts	"Beddard, Jamie;Goffe, Ben;Mills, Keir;O'Shea, James (VII)"
2004	8.2	Drama	Outpost	"Aljadeff, Mike;Alton, Peter;Chott, Bill;Evans, Ky;Fria, Joe;Gerdisch, Robert;Hamilton, Brian (I);Heep, Christian;Hyche, Heath;Jackson, Graham (I);Lal, Keith;Molale, Brandon;Orenstein, Michael (I);Oswalt, Patton;Sandoval, Antony;Simonetti, Ben;Taylor, Matthew (X);Tigue, Paul;Towne, Pat;Walls, William Wesley;Welton, Matt (II)"
2005	8.2	Drama	Outside a Dream	"Burke, Michael Reilly;Diedre, West;Hamon, Kyle;Hardin, Jerry;Welborn, David Christian;Winston, Robbie"
2009	8.2	Comedy	Outsourced	"Alexander, Marquis;Chafey, Ryan;Hillis, Andrew J.;Lindley, Eric;Ludden, Jennifer;Mali, Tushar;Narkar, Sunil;Oden, Art;Permenter, David (I)"
1971	8.1	Drama	Ovcar	"Arandjelovic, Stole;Begolli, Istref;Bijelic, Severin;Bulovic, Mirko;Buntic, Petar;Cejvan, Adem;Cokic, Husein;Djuric, Slobodan (I);Grgic, Niiko;Gucevac, Ranko;Jovic, Rastislav;Kandic, Milos;Kojadinovic, Rade;Kukic, Ivica;Laurencic, Toni;Muzaferija, Zaim;Pavicevic-Longa, Bozidar;Sovagovic, Fabijan;Spoljar, Branko;Starcic, Viktor;Stojkovic, Aleksandar (I);Vlajic, Bozidar;Vujisic, Dusan;Vukovic, Milenko;Zadic, Faruk"
2011	8.6	Comedy	Over & Out	"Goodvin, Jeff;Marifet, Jangis;Martinez, Ruben (IX);Namminga, David;Noochla-or, Nicholas"
2010	8.6	Comedy	Over Coffee	"Cox, Timothy J.;Foti, Franco;Lundy, Jack;Meehan, Mike (I);Oberholtzer, Michael;Potempa, Erik"
2011	8.6	Comedy	Over the Line	"Boyle, Andrew (I);Dadbeh, Kamran;Dadbeh, Keon;Fehmel-Noda, Eric;Harandi, Ali;Jones, William Thomas;Kurd-Misto, Eyad;Lane, Erich;Saam, Shida;Taniguchi, Duane;Villa, Alex (II)"
2007	8.1	Comedy	Over the Wall	"Bridges, Scott (I);Cooper, Darin;Groh, Brian;Maury, Michael"
2006	8.2	Comedy	Overthrow the Totems	"Christensen, Shawn (I);Dolan, Jason (II);Johnstone, Joel;Schwartz, David Paul;Zilliax, Steve"
1991	8.1	Drama	Ovo malo duse	"Basic, Amir;Bunjevac, Bozidar;Djuric, Branko (I);Ihtijarevic, Mustafa;Iliktarevic, Milenko;Janjic, Davor;Livnjak, Edo;Markovic, Stjepan;Muzaferija, Zaim;Nelevic, Mladen;Petrovic, Sasa;Sekic, Ramiz;Stjepanovic, Boro"
2007	8.1	Comedy	Oy Vey!	"Chan, Kim (I);Elli (V);Kastenbaum, Ted;Morano, Malcolm;O, Henry;Pollock, George (II);Schultz, Ronald;Young, Ric"
2002	8.5	Comedy	P.E.	"Allen, Dave (I);Nordella, Nick;Perez, Jesus (I);Staubach, Mark Allan"
2008	8.3	Drama	P3rsona	"Berger-Sobeck, Gregory;Casserly, Callum;Savoia, Diego;Seton, Ben;Villasanta, Fabrizio"
2014	8.5	Comedy	PAY 2 PLAY: Democracy's High Stakes	"Abramoff, Jack;Anspach, Ralph;Chandra, Subodh;Chomsky, Noam;Edgar, Bob;Ennis, John (II);Fang, Lee;Friedman, Brad;Hackett, Paul (I);Hartmann, Thom;Jones, Van (II);Leopold, Jason (I);Lessig, Lawrence;Miller, Mark Crispin;Nichols, John (VII);Reich, Robert (I);Robinson, Rashad;Springer, Jerry;Weissman, Robert;Yalamanchili, Surya"
2014	8.3	Comedy	PK	"Dutt, Sanjay;Dwivedi, Dheerendra;Gundewar, Sai;Gupta, Rajiv;Irani, Boman;Iyer, Harish (V);Kala, Brijendra;Kapoor, Ranbir;Khan, Aamir (I);Mange, Anil;Nanu, Rajinder Sharma;Rajput, Sushant Singh;Sahni, Parikshat;Sethi, Ram P.;Shukla, Saurabh"
2006	8.2	Comedy	PPL B TXT'N 2Much	"Paschen, Dan;Puga, Nick;White, Dan K."
2012	8.3	Action	Paan Singh Tomar	"Bhartiya, Ravi Bhushan;Gupta, Rajendra (I);Guru, Jhakkad;Haq, Ashraf Ul;Hasnee, Imran;Hussain, Zakir (II);Kala, Brijendra;Khan, Irrfan;Khan, Jahangir (I);Kotriwar, Swapnil kiiran;Sharma, Vipin (I);Siddiqui, Nawazuddin;Uniyal, Dinesh"
2013	8.9	Action	Paco Pedro: Bullfighter & Gigolo	"Hegedus, Iulius;Smith, Mark Wilson;Ternevoy, Rodrigo;van Tazzy, Freigeist"
1978	8.4	Drama	Padaharella Vayasu	"Babu, Mohan (I);Chandramohan (I)"
1968	8.1	Comedy	Padosan	"Agha;Dutt, Sunil (I);Ganga (I);Jankidas;Kishore, Raj (I);Kumar, Kishore (I);Mehmood (I);Moolchand;Mukherjee, Keshto;Mukri (I);Prakash, Om (I);Sunder (I);Tiwari, Niranjan"
2004	8.4	Drama	Paintbrushes Don't Have Erasers	"Best, Michael (VII);Compton, Dean;Coviello, Jason;Ferguson, Jan (II);Garren, Jason;Jones, Mike (XXXIII);Kautz, Rick;Newman, Robert (VI);Nielson, Jonny;Routzahn, John;Story, Mark (II);Valdez, Daniel Jay;Wash, Steven (II)"
1993	8.1	Drama	Painted Desert	"Apisa, Robert;Diaz, Rudy (I);Gammon, James (I);Joseph, Ronald G.;Katsulas, Andreas;Kimura, Kazuya (I);Opper, Don Keith;P•À_re, Wayne;Schiavelli, Vincent;Sivero, Frank (I);Zacapa, Daniel"
2009	8.2	Drama	Painting Abby Long	"Caplan, Matt (II);Gianino, Gian-Murray;McAndrew, James (IV)"
