Conference,Year,Title,PaperType,Authors,Keywords
Vis,2003,Planet-sized batched dynamic adaptive meshes (P-BDAM),C,Paolo Cignoni;Fabio Ganovelli;Enrico Gobbetti;Fabio Marton;Federico Ponchio;Roberto Scopigno," Multiresolution, terrains, huge dataset"
Vis,2003,Real-time refinement and simplification of adaptive triangular meshes,C,Vasily Volkov;Ling Li,"adaptive meshes, refinement and simplification, subdivision, multiresoluton, level of detail, frame-to-frame coherence, out-of-core visualization"
Vis,2003,Interactive view-dependent rendering with conservative occlusion culling in complex environments,C,Sung-Eui Yoon;Brian Salomon;Dinesh Manocha,"Interactive Display, View-Dependent Rendering, Occlusion Culling, Level of Detail, Multiresolution Hierarchies"
Vis,2003,Fast volume segmentation with simultaneous visualization using programmable graphics hardware,C,Anthony J. Sherbondy;Michael Houston;Sandy Napel," region growing, diffusion, segmentation, graphics processor, streaming computation"
Vis,2003,Hybrid segmentation and exploration of the human lungs,C,Dirk Bartz;Dirk Mayer;Jan Fischer;Sebastian Ley;ÃÅngel del RÃ_o;Steffi Thust;Claus Peter Heussel;Hans-Ulrich Kauczor;Wolfgang StraÃŸer,"Tracheo-bronchial tree, segmentation, multi-slice CT, virtual endoscopy"
Vis,2003,Feature-space analysis of unstructured meshes,C,Ariel Shamir,"unstructured meshes, segmentation, clustering, feature-extraction, mean-shift"
Vis,2003,Clifford convolution and pattern matching on vector fields,C,Julia Ebling;Gerik Scheuermann," Flow Visualization, Convolution, Pattern Matching"
Vis,2003,Space efficient fast isosurface extraction for large datasets,C,Udeepta Bordoloi;Han-Wei Shen," Isosurface, Compression, Transform Coding, Quantization"
Vis,2003,Volume tracking using higher dimensional isosurfacing,C,Guangfeng Ji;Han-Wei Shen;Rephael Wenger,"tracking, isosurface, interval volume, higher dimensional isosurfacing"
Vis,2003,Out-of-core isosurface extraction of time-varying fields over irregular grids,C,Yi-Jen Chiang,"isosurface extraction, out-of-core techniques, time-varying fields, irregular grids"
Vis,2003,Saddle connectors - an approach to visualizing the topological skeleton of complex 3D vector fields,C,Holger Theisel;Tino Weinkauf;Hans-Christian Hege;Hans-Peter Seidel,"3D flow visualization, vector field topology, critical points, separatrices"
Vis,2003,3D IBFV: hardware-accelerated 3D flow visualization,C,Alexandru Telea;Jarke J. van Wijk,"Flow Visualization, Hardware Acceleration, Texture Advection, OpenGL"
Vis,2003,Chameleon: an interactive texture-based rendering framework for visualizing three-dimensional vector fields,C,Guo-Shi Li;Udeepta Bordoloi;Han-Wei Shen,"3D flow visualization, vector field visualization, volume rendering, texture mapping"
Vis,2003,HyperLIC,C,Xiaoqiang Zheng;Alex T. Pang," hyperstreamlines, LIC, symmetric tensors, anisotropy, animation, direct volume rendering"
Vis,2003,Quasi-static approach approximation for 6 degrees-of-freedom haptic rendering,C,Ming Wan;William A. McNeely,"6-DOF haptics, physically based modeling, voxel sampling, quasi-static approximation, virtual coupling"
Vis,2003,A constraint-based technique for haptic volume exploration,C,Milan Ikits;J. Dean Brederson;Charles D. Hansen;Christopher R. Johnson 0001,"haptic rendering, immersive visualization, human-computer interaction"
Vis,2003,Voxels on fire,C,Ye Zhao;Xiaoming Wei;Zhe Fan;Arie E. Kaufman;Hong Qin,"Fire Propagation, Distance Field, Lattice Boltzmann Model, Splatting, GPU Acceleration"
Vis,2003,Visually accurate multi-field weather visualization,C,Kirk Riley;David S. Ebert;Charles D. Hansen;Jason J. Levit,"Multi-Field Visualization, Visually Accurate Visualization, Weather Visualization"
Vis,2003,Acceleration techniques for GPU-based volume rendering,C,Jens H. KrÃ_ger;RÃ_diger Westermann,"Volume Rendering, Programmable Graphics Hardware, Ray-Casting"
Vis,2003,Compression domain volume rendering,C,Jens Schneider;RÃ_diger Westermann,"Volume Rendering, Vector Quantization, Texture Compression, Graphics Hardware"
Vis,2003,High-quality two-level volume rendering of segmented data sets on consumer graphics hardware,C,Markus Hadwiger;Christoph Berger;Helwig Hauser,"volume rendering, segmentation, non-photorealistic rendering, consumer graphics hardware"
Vis,2003,Hardware-based nonlinear filtering and segmentation using high-level shading languages,C,Ivan Viola;Armin Kanitsar;Eduard GrÃ¶ller," Non-linear Filtering, Segmentation, Hardware Acceleration"
Vis,2003,Empty space skipping and occlusion clipping for texture-based volume rendering,C,Wei Li 0004;Klaus Mueller;Arie E. Kaufman,"Graphics hardware, texture-based volume rendering, empty space skipping, occlusion clipping, orthogonal opacity map"
Vis,2003,Hierarchical clustering for unstructured volumetric scalar fields,C,Christopher S. Co;BjÃ¸rn Heckel;Hans Hagen;Bernd Hamann;Kenneth I. Joy,"scalar field simplification, multiresolution data representation, hierarchical clustering, principal component analysis, radial basis function"
Vis,2003,Hardware-based ray casting for tetrahedral meshes,C,Manfred Weiler;Martin Kraus;Markus Merz;Thomas Ertl,"ray casting, pixel shading, programmable graphics hardware, cell projection, tetrahedral meshes, unstructured meshes, volume visualization, pre-integrated volume rendering"
Vis,2003,Visibility culling using plenoptic opacity functions for large volume visualization,C,Jinzhu Gao;Jian Huang;Han-Wei Shen;James Arthur Kohl,"visibility culling, volume rendering, plenoptic opacity function, large data visualization"
Vis,2003,Conveying shape and features with image-based relighting,C,David Akers;Frank Losasso;Jeff Klingner;Maneesh Agrawala;John Rick;Pat Hanrahan,"Visualization, Relighting, Image Composition, Scientfic Illustration, Technical Illustration, Photography, Lighting Design"
Vis,2003,Vicinity shading for enhanced perception of volumetric data,C,A. James Stewart,"volume rendering, shading model, diffuse illumination, perceptual cues"
Vis,2003,LightKit: a lighting system for effective visualization,C,Michael Halle;Jeanette C. Meng,"Visualization, lighting design, light color"
Vis,2003,Mental registration of 2D and 3D visualizations (an empirical study),C,Melanie Tory,"2D and 3D visualization, mental registration,slice, orthographic projection, empirical study, experiment"
Vis,2003,Visualization of noisy and biased volume data using first and second order derivative techniques,C,Marc P. Persoon;Iwo Serlie;Frits H. Post;Roel Truyen;Frans Vos,"virtual colonoscopy, bias field, medical imaging, surface extraction, direct volume rendering"
Vis,2003,Fairing scalar fields by variational modeling of contours,C,Martin Hering-Bertram,"Contours, Fairing, Variational Modeling"
Vis,2003,Visualization of volume data with quadratic super splines,C,Christian RÃ¶ssl;Frank Zeilfelder;GÃ_nther NÃ_rnberger;Hans-Peter Seidel,"volume rendering, reconstruction, quadratic super splines, tetrahedral partition, Bernstein-Bezier techniques, isosurface rendering, ray-casting"
Vis,2003,Using deformations for browsing volumetric data,C,Michael J. McGuffin;Liviu Tancau;Ravin Balakrishnan,"volumetric data, volume data, deformations, browsing, layers, interaction techniques, 3D widgets"
Vis,2003,Video visualization,C,Gareth Daniel;Min Chen," Video visualization, volume rendering, video surveillance, change detection, image-swept volume"
Vis,2003,High dimensional direct rendering of time-varying volumetric data,C,Jonathan Woodring;Chaoli Wang;Han-Wei Shen,"time-varying data, hyperslice, hyperprojection, integration operator, transfer function, raycasting, volume rendering"
Vis,2003,A frequency-sensitive point hierarchy for images and volumes,C,Tomihisa Welsh;Klaus Mueller,"volume rendering, point-based rendering, splatting"
Vis,2003,Hierarchical splatting of scattered data,C,Matthias Hopf;Thomas Ertl,"Volume Rendering, Scattered Data, Splatting, Hierarchical Visualization"
Vis,2003,A framework for sample-based rendering with O-buffers,C,Huamin Qu;Arie E. Kaufman;Ran Shao;Ankush Kumar,"Sample-based rendering, image-based rendering, hybrid rendering, irregular sampling, hierarchy, offset, frame buffer, layered depth image"
Vis,2003,Monte Carlo volume rendering,C,BalÃ¡zs CsÃ©bfalvi;LÃ¡szlÃ_ Szirmay-Kalos," X-ray volume rendering, Monte Carlo integration, importance sampling, progressive refinement"
Vis,2003,Visibility based methods and assessment for detail-recovery,C,Marco Tarini;Paolo Cignoni;Roberto Scopigno,"simplification, texture mapping, detail recovery, normal mapping, texture for geometry"
Vis,2003,Large mesh simplification using processing sequences,C,Martin Isenburg;Peter Lindstrom;Stefan Gumhold;Jack Snoeyink,"Out-of-core algorithms, processing sequences, mesh simplification, large meshes"
Vis,2003,Appearance-preserving view-dependent visualization,C,Justin Jang;William Ribarsky;Chris Shaw 0002;Peter Wonka," view-dependent, level of detail, mesh simplification, appearance-preserving, multiresolution models"
Vis,2003,Shape simplification based on the medial axis transform,C,Roger C. Tam;Wolfgang Heidrich,"medial axis transform, shape simplification, topology preservation"
Vis,2003,Adaptive design of a global opacity transfer function for direct volume rendering of ultrasound data,C,Dieter HÃ¶nigmann;Johannes Ruisz;Christoph Haider,"3D ultrasound, direct volume rendering, transfer function"
Vis,2003,Gaussian transfer functions for multi-field volume visualization,C,Joe Michael Kniss;Simon Premoze;Milan Ikits;Aaron E. Lefohn;Charles D. Hansen;Emil Praun,"Volume Rendering, Transfer Functions, Multi-field visualization"
Vis,2003,A novel interface for higher-dimensional classification of volume data,C,Fan-Yin Tzeng;Eric B. Lum;Kwan-Liu Ma,"classification, graphics hardware, interactive visualization, multidimensional transfer function, neural network, user interface design, volume visualization"
Vis,2003,Curvature-based transfer functions for direct volume rendering: methods and applications,C,Gordon L. Kindlmann;Ross T. Whitaker;Tolga Tasdizen;Torsten MÃ¶ller,"volume rendering, implicit surface curvature, convolution-based differentiation, non-photorealistic rendering, surface processing, uncertainty visualization, flowline curvature"
Vis,2003,A visual exploration process for the analysis of Internet routing data,C,Soon Tee Teoh;Kwan-Liu Ma;Shyhtsun Felix Wu," information visualization, text visualization, network visualization , internet stability, homeland security"
Vis,2003,"Visualization, optimization, business strategy: a case study",C,Donna L. Gresh;Eugene I. Kelton,"visualization, information visualization, optimization, VisAD"
Vis,2003,Interactive 3D visualization of rigid body systems,C,Zoltan Konyha;Kresimir Matkovic;Helwig Hauser,"rigid body dynamics, rigid body simulation, glyph based visualization, iconic visualization, automotive industry"
Vis,2003,Visualizing industrial CT volume data for nondestructive testing applications,C,Runzhen Huang;Kwan-Liu Ma;Patrick S. McCormick;William Ward,"Computed tomography, feature extraction, hardware-acceleration rendering, image processing, interactive visualization, nondestructive testing and evaluation, scientific visualization, surface modeling, user interface, volume rendering"
Vis,2003,Visualization of steep breaking waves and thin spray sheets around a ship,C,Paul Adams;Douglas Dommermuth,"isosurfaces, marching cubes, multilevel parallelism"
Vis,2003,Accelerating large data analysis by exploiting regularities,C,David Ellsworth;Patrick J. Moran," regularity finding, data models, object-oriented, C++, templates, scientific visualization, paging, demand-driven evaluation"
Vis,2003,Visualizing spatial and temporal variability in coastal observatories,C,Walter JimÃ©nez;Wagner Toledo CorrÃªa;ClÃ¡udio T. Silva;AntÃ_nio M. Baptista,"coastal observatories, environmental observation and forecasting systems, coasts, estuaries, Columbia River"
Vis,2003,Producing high-quality visualizations of large-scale simulation,C,Voicu Popescu;Christoph M. Hoffmann;Sami Kilic;Mete Sozen;Scott Meador,
Vis,2003,Interactive protein manipulation,C,Oliver Kreylos;Nelson L. Max;Bernd Hamann;Silvia N. Crivelli;E. Wes Bethel,"Protein Structure Prediction, Protein Manipulation, Inverse Kinematics, Molecular Modeling, Molecular Visualization, Interactive Visualization, Computational Science"
Vis,2003,Holographic video display of time-series volumetric medical data,C,Wendy Plesniak;Michael Halle;Steven D. Pieper;William M. Wells III;Marianna Jakab;Dominik S. Meier;Stephen A. Benton;Charles R. G. Guttmann;Ron Kikinis,"electro-holography, holographic video, computer generated holograms, autostereoscopic display, medical imaging"
Vis,2003,Heart-muscle fiber reconstruction from diffusion tensor MRI,C,Leonid Zhukov;Alan H. Barr," Diffusion tensors, DT-MRI, fiber tracing, adaptive filtering, moving least squares, streamlines"
Vis,2003,"Which comes first, usability or utility?",M,Georges G. Grinstein;Alfred Kobsa;Catherine Plaisant;Ben Shneiderman;John T. Stasko,
Vis,2003,Interoperability of visualization software and data models is not an achievable goal,M,E. Wes Bethel;Greg Abram;John Shalf;Randy Frank;James P. Ahrens;Steven G. Parker;Nagiza F. Samatova;Mark C. Miller,
Vis,2003,Information and scientific visualization: separate but equal or happy together at last,M,Theresa-Marie Rhyne;Melanie Tory;Tamara Munzner;Matthew O. Ward;Christopher R. Johnson 0001;David H. Laidlaw,
Vis,2003,Do I really see a bone?,M,Raghu Machiraju;Christopher R. Johnson 0001;Terry S. Yoo;Roger Crawfis;David S. Ebert;Don Stredney,
Vis,2003,Visualization experiences and issues in deep space exploration,M,John R. Wright;Scott Burleigh;Makoto Maruya;Scott Maxwell;RenÃ© Pischel,
